Exp,Wks,BlueCol,Ind,South,SMSA,Married,Sex,Union,Ed,Black,LWage
10,50,yes,0,no,no,yes,male,no,12,no,6.16331
11,44,yes,0,no,no,yes,male,no,12,no,6.85646
12,49,yes,1,no,no,yes,male,yes,12,no,6.57647
13,50,yes,0,no,no,yes,male,yes,12,no,7.10988
14,43,yes,0,no,no,yes,male,no,12,no,7.09008
7,50,yes,1,no,yes,yes,male,yes,11,no,6.48158
8,48,yes,1,no,yes,yes,male,yes,11,no,6.58617
9,44,yes,1,no,yes,yes,male,yes,11,no,6.66058
10,50,yes,1,no,yes,yes,male,yes,11,no,6.76964
11,50,yes,1,no,yes,yes,male,yes,11,no,6.88755
12,48,yes,1,no,yes,yes,male,yes,11,no,6.97354
13,49,yes,1,no,yes,yes,male,yes,11,no,7.08339
11,50,yes,1,no,yes,yes,male,yes,11,no,6.34212
12,50,yes,1,no,yes,yes,male,yes,11,no,6.5582
13,50,yes,1,no,yes,yes,male,yes,11,no,6.66568
14,50,yes,1,no,yes,yes,male,yes,11,no,6.7546
15,50,yes,1,no,yes,yes,male,yes,11,no,6.83303
16,48,yes,1,no,yes,yes,male,yes,11,no,6.93537
17,37,yes,1,no,yes,yes,male,yes,11,no,7.0076
9,34,yes,1,no,yes,no,female,no,12,no,5.94017
10,48,yes,1,no,yes,no,female,no,12,no,5.8861
11,47,yes,1,no,yes,no,female,no,12,no,6.06379
12,45,yes,1,no,yes,no,female,no,12,no,5.90808
13,49,yes,1,no,yes,no,female,no,12,no,6.24804
14,48,yes,1,no,yes,no,female,no,12,no,6.50279
15,45,yes,1,no,yes,no,female,no,12,no,6.4677
34,45,yes,0,no,yes,no,male,no,12,no,6.80239
35,48,yes,0,no,yes,no,male,no,12,no,6.83411
36,47,yes,0,no,yes,no,male,yes,12,no,6.89366
37,46,yes,0,no,yes,no,male,no,12,no,6.89366
38,49,yes,0,no,yes,no,male,no,12,no,7.01392
39,48,yes,0,no,yes,no,male,yes,12,no,7.17012
40,46,yes,0,no,yes,no,male,yes,12,no,7.2998
8,48,yes,0,no,yes,yes,male,yes,12,no,6.52356
9,52,yes,0,no,yes,yes,male,yes,12,no,6.55393
10,51,yes,0,no,yes,yes,male,yes,12,no,6.55393
11,49,yes,0,no,yes,yes,male,yes,12,no,6.78333
12,50,no,0,no,yes,yes,male,no,12,no,7.04752
13,49,no,0,no,yes,yes,male,no,12,no,7.02554
14,49,no,0,no,yes,yes,male,no,12,no,7.20786
24,49,yes,0,no,no,yes,male,no,8,no,6.10925
25,49,yes,0,no,yes,yes,male,no,8,no,6.20456
26,49,yes,0,no,yes,yes,male,no,8,no,6.19441
27,50,yes,1,no,yes,yes,male,no,8,no,6.28227
28,49,yes,1,no,yes,yes,male,no,8,no,6.35437
29,49,yes,1,no,yes,yes,male,no,8,no,6.49979
30,51,yes,1,no,yes,yes,male,no,8,no,6.5582
23,49,no,1,yes,no,yes,male,no,11,no,6.51471
24,48,no,1,yes,no,yes,male,no,11,no,6.59578
25,46,no,1,yes,no,yes,male,no,11,no,6.66568
26,48,no,1,yes,no,yes,male,no,11,no,6.59987
27,48,no,1,yes,no,yes,male,no,11,no,6.88755
28,48,no,0,yes,no,yes,male,no,11,no,6.95273
29,49,no,0,yes,no,yes,male,no,11,no,6.95655
34,52,yes,0,no,yes,yes,male,yes,10,no,5.93754
35,50,yes,0,no,yes,yes,male,yes,10,no,6.0845
36,50,yes,0,no,yes,yes,male,yes,10,no,6.06146
37,51,yes,0,no,yes,yes,male,yes,10,no,6.21461
38,50,yes,0,no,yes,yes,male,yes,10,no,6.21461
39,50,yes,0,no,yes,yes,male,yes,10,no,6.30262
40,50,yes,0,no,yes,yes,male,yes,10,no,6.39693
12,41,no,0,yes,yes,yes,male,no,17,no,6.51471
13,41,no,0,yes,yes,yes,male,no,17,no,6.61338
14,43,no,0,yes,yes,yes,male,no,17,no,6.71538
15,41,no,0,yes,yes,yes,male,no,17,no,6.81892
16,42,no,0,yes,yes,yes,male,no,17,no,6.95655
17,40,no,0,yes,yes,yes,male,no,17,no,7.04752
18,51,no,0,yes,yes,yes,male,no,17,no,6.85435
21,47,yes,0,no,yes,yes,male,no,14,no,6.31716
22,47,yes,0,no,yes,yes,male,no,14,no,6.6958
23,47,yes,0,no,yes,yes,male,no,14,no,6.81564
24,46,yes,0,no,yes,yes,male,no,14,no,6.87213
25,47,yes,0,no,yes,yes,male,no,14,no,7.10661
26,47,yes,0,no,yes,yes,male,no,14,no,7.09672
27,46,yes,0,no,yes,yes,male,no,14,no,7.20042
7,47,yes,0,no,no,yes,male,yes,12,no,6.49979
8,41,yes,0,no,no,yes,male,yes,12,no,6.72743
9,44,yes,0,no,no,yes,male,yes,12,no,6.71538
10,50,yes,0,no,no,no,male,yes,12,no,6.77878
11,44,yes,0,no,no,no,male,yes,12,no,6.91274
12,43,yes,0,no,no,yes,male,yes,12,no,6.93245
13,43,yes,0,no,no,yes,male,yes,12,no,7.40853
29,50,no,1,no,no,yes,male,no,12,no,6.32794
30,49,no,1,no,no,yes,male,no,12,no,6.44572
31,49,no,1,no,no,yes,male,no,12,no,6.45362
32,49,no,1,no,no,yes,male,no,12,no,6.50728
33,49,no,1,no,no,yes,male,no,12,no,6.69703
34,49,no,1,no,no,yes,male,no,12,no,6.81344
35,49,no,1,no,no,yes,male,no,12,no,6.85646
36,39,yes,0,no,yes,yes,male,no,6,no,6.16331
37,44,yes,0,no,yes,yes,male,no,6,no,6.39693
38,25,yes,1,no,yes,yes,male,no,6,no,5.95584
39,51,yes,1,no,yes,yes,male,no,6,no,6.07535
40,50,yes,1,no,yes,yes,male,no,6,no,6.2634
41,49,yes,1,no,yes,yes,male,no,6,no,6.33683
42,37,yes,1,no,yes,yes,male,no,6,no,6.42162
13,48,no,0,no,yes,no,female,no,17,no,6.67834
14,50,no,0,no,yes,no,female,no,17,no,6.68461
15,48,no,0,no,yes,no,female,no,17,no,6.85646
16,48,no,0,no,yes,no,female,no,17,no,6.85646
17,47,no,0,no,yes,no,female,no,17,no,6.90776
18,47,no,0,no,yes,no,female,no,17,no,7.04752
19,45,no,0,no,yes,no,female,no,17,no,7.27932
40,49,yes,1,no,yes,no,female,no,12,no,5.92693
41,52,yes,1,no,yes,no,female,no,12,no,5.99146
42,49,yes,1,no,yes,no,female,no,12,no,5.85793
43,50,yes,1,no,yes,no,female,no,12,no,6.07993
44,50,yes,1,no,yes,no,female,no,12,no,6.21461
45,49,no,1,no,yes,no,female,no,12,no,6.43775
46,49,yes,1,no,yes,no,female,no,12,no,6.55536
3,37,no,0,no,yes,yes,male,yes,16,no,6.21461
4,39,no,0,no,yes,yes,male,yes,16,no,6.38012
5,36,no,0,no,yes,yes,male,yes,16,no,6.35437
6,39,no,0,no,yes,yes,male,yes,16,no,6.47697
7,37,no,0,no,yes,yes,male,yes,16,no,6.43775
8,38,no,0,no,no,yes,male,yes,16,no,6.52942
9,38,no,0,no,no,yes,male,yes,16,no,6.68461
28,50,yes,1,no,yes,yes,male,yes,12,no,6.24417
29,38,yes,1,no,yes,yes,male,yes,12,no,6.34564
30,49,yes,1,no,yes,yes,male,yes,12,no,6.42162
31,48,yes,1,no,yes,yes,male,yes,12,no,6.51471
32,49,yes,1,no,yes,yes,male,no,12,no,6.58617
33,48,yes,1,no,yes,yes,male,yes,12,no,6.68461
34,30,yes,1,no,yes,yes,male,yes,12,no,6.7511
24,46,yes,1,no,yes,yes,male,yes,12,no,6.23441
25,51,yes,1,no,yes,yes,male,yes,12,no,6.31897
26,49,yes,1,no,yes,yes,male,yes,12,no,6.42162
27,49,yes,1,no,yes,yes,male,yes,12,no,6.49375
28,49,yes,1,no,yes,yes,male,yes,12,no,6.55108
29,49,yes,1,no,yes,yes,male,yes,12,no,7.00307
30,49,yes,1,no,yes,yes,male,yes,12,no,6.81014
40,49,no,1,no,yes,yes,male,no,17,no,6.90575
41,48,no,1,no,yes,yes,male,no,17,no,6.90575
42,48,no,1,no,yes,yes,male,no,17,no,7.31322
43,49,no,0,no,yes,yes,male,no,17,no,7.31322
44,49,no,1,no,yes,yes,male,no,17,no,7.31322
45,49,no,1,no,yes,yes,male,no,17,no,7.37776
46,50,no,1,no,yes,yes,male,no,17,no,7.37776
44,40,yes,0,yes,yes,no,female,no,9,yes,5.39363
45,35,yes,0,yes,yes,no,female,no,9,yes,5.43808
46,39,yes,0,yes,yes,no,female,no,9,yes,4.60517
47,40,yes,0,yes,yes,no,female,no,9,yes,5.0814
48,39,yes,0,yes,yes,no,female,no,9,yes,5.273
49,38,yes,0,yes,yes,no,female,no,9,yes,5.81413
50,37,yes,0,yes,yes,no,female,no,9,yes,5.74939
10,50,yes,1,no,yes,yes,male,no,12,no,6.52942
11,50,yes,1,no,yes,yes,male,no,12,no,6.62007
12,49,yes,1,no,yes,yes,male,no,12,no,6.4599
13,52,no,1,yes,yes,yes,male,no,12,no,7.00307
14,51,no,1,yes,yes,yes,male,no,12,no,7.20786
15,50,no,1,no,no,yes,male,no,12,no,7.46737
16,51,no,1,no,no,yes,male,no,12,no,7.14913
29,49,no,0,no,yes,yes,male,no,16,no,6.65286
30,48,no,0,no,yes,yes,male,no,16,no,6.73102
31,48,no,0,no,yes,yes,male,no,16,no,6.82979
32,46,no,0,no,yes,yes,male,no,16,no,6.93245
33,48,no,0,no,yes,yes,male,no,16,no,7.02554
34,44,no,0,no,yes,yes,male,no,16,no,7.1309
35,44,no,0,no,yes,yes,male,no,16,no,7.20786
4,21,no,0,yes,no,no,female,no,12,no,5.57973
5,42,no,0,yes,no,no,female,no,12,no,5.73334
6,49,no,0,yes,no,no,female,no,12,no,5.76832
7,49,no,0,yes,no,no,female,no,12,no,5.86647
8,44,no,0,yes,no,no,female,no,12,no,6.06611
9,47,no,0,yes,no,no,female,no,12,no,6.23441
10,48,no,0,yes,no,no,female,no,12,no,6.38688
5,50,yes,0,no,no,yes,male,yes,14,no,6.42162
6,48,yes,0,no,no,yes,male,yes,14,no,6.37502
7,48,yes,0,no,no,yes,male,yes,14,no,6.58617
8,47,yes,0,no,no,yes,male,yes,14,no,6.76273
9,50,yes,0,no,no,yes,male,yes,14,no,6.74876
10,49,yes,0,no,no,yes,male,yes,14,no,6.80239
11,46,yes,0,no,no,yes,male,yes,14,no,6.93925
12,52,no,1,yes,yes,yes,male,no,17,no,6.71538
13,50,no,1,yes,yes,yes,male,no,17,no,6.74524
14,52,no,1,yes,yes,yes,male,no,17,no,6.88244
15,51,no,1,yes,yes,yes,male,no,17,no,6.98008
16,50,no,1,yes,yes,yes,male,no,17,no,7.24423
17,51,no,0,yes,yes,yes,male,no,17,no,7.43838
18,52,no,0,yes,yes,yes,male,no,17,no,7.17702
17,48,yes,0,no,no,yes,male,yes,12,no,6.81344
18,51,yes,0,no,no,yes,male,yes,12,no,6.88244
19,50,yes,0,no,no,yes,male,yes,12,no,7.00307
20,49,yes,0,no,no,yes,male,yes,12,no,7.17012
21,50,yes,0,no,no,yes,male,yes,12,no,7.17778
22,48,yes,0,no,no,yes,male,yes,12,no,7.24423
23,48,yes,0,no,no,yes,male,yes,12,no,7.39326
26,47,yes,1,no,yes,yes,male,yes,10,no,5.8693
27,49,yes,1,no,yes,yes,male,yes,10,no,5.85793
28,38,yes,1,no,yes,yes,male,yes,10,no,5.87774
29,8,no,0,no,yes,yes,male,no,10,no,5.85793
30,43,yes,1,no,yes,yes,male,no,10,no,6.58617
31,52,yes,1,no,yes,yes,male,no,10,no,6.35437
32,52,yes,1,no,yes,yes,male,no,10,no,6.58617
10,47,no,1,no,yes,yes,male,yes,12,no,6.2804
11,26,no,1,no,yes,yes,male,yes,12,no,6.44572
12,48,no,1,no,yes,yes,male,yes,12,no,6.48004
13,48,no,1,no,yes,yes,male,yes,12,no,6.77422
14,48,no,1,no,yes,yes,male,yes,12,no,6.83195
15,46,no,1,no,yes,yes,male,yes,12,no,6.90776
16,49,yes,1,no,yes,yes,male,yes,12,no,7.00307
3,49,yes,1,no,yes,yes,male,yes,16,no,6.25383
4,49,yes,1,no,yes,yes,male,yes,16,no,6.46147
5,48,yes,1,no,yes,yes,male,yes,16,no,6.53669
6,47,yes,1,no,yes,yes,male,yes,16,no,6.62007
7,49,no,1,no,yes,yes,male,yes,16,no,6.63595
8,49,no,1,no,yes,yes,male,yes,16,no,6.7511
9,50,no,0,no,yes,yes,male,no,16,no,6.85646
21,48,yes,0,yes,yes,yes,male,no,12,no,6.90575
22,48,yes,0,yes,yes,yes,male,no,12,no,6.90575
23,48,yes,0,yes,yes,yes,male,no,12,no,7.23418
24,48,yes,0,yes,yes,no,male,no,12,no,7.2998
25,48,yes,0,yes,yes,yes,male,no,12,no,7.31322
26,48,yes,0,yes,yes,yes,male,no,12,no,7.37588
27,47,yes,0,yes,yes,yes,male,no,12,no,7.61874
17,51,yes,1,yes,no,yes,male,no,12,no,5.59842
18,50,yes,1,yes,no,yes,male,no,12,no,6.21461
19,50,yes,1,yes,no,yes,male,no,12,no,6.10925
20,50,yes,1,yes,no,yes,male,yes,12,no,6.2634
21,48,yes,1,yes,no,yes,male,yes,12,no,6.55108
22,45,yes,1,yes,no,yes,male,yes,12,no,6.80239
23,42,yes,1,yes,no,yes,male,yes,12,no,6.95655
18,48,no,0,yes,no,yes,male,no,7,no,5.70378
19,50,no,0,yes,no,yes,male,no,7,no,5.72031
20,50,no,0,yes,no,yes,male,no,7,no,5.99146
21,50,no,0,yes,no,yes,male,no,7,no,6.05209
22,48,no,0,yes,no,yes,male,no,7,no,6.21461
23,48,no,0,yes,no,yes,male,no,7,no,6.2634
24,49,no,1,yes,no,yes,male,no,7,no,6.30992
10,44,yes,0,yes,yes,yes,male,no,11,no,6.35437
11,49,yes,0,yes,yes,yes,male,no,11,no,6.35437
12,50,yes,0,yes,yes,yes,male,no,11,no,6.53669
13,49,yes,0,yes,yes,yes,male,no,11,no,6.60665
14,48,yes,0,yes,yes,yes,male,no,11,no,6.60665
15,48,yes,0,yes,yes,yes,male,no,11,no,6.75693
16,49,yes,0,yes,yes,yes,male,no,11,no,6.95177
7,50,no,0,yes,yes,no,male,yes,14,yes,6.07535
8,50,no,0,yes,yes,no,male,yes,14,yes,6.35437
9,49,no,0,yes,yes,no,male,yes,14,yes,6.58617
10,48,no,0,yes,yes,no,male,yes,14,yes,6.58893
11,46,no,0,yes,yes,no,male,yes,14,yes,6.59304
12,49,no,0,yes,yes,no,male,yes,14,yes,6.84268
13,47,no,0,yes,yes,no,male,yes,14,yes,6.97261
7,44,yes,0,no,yes,yes,male,yes,10,no,6.56103
8,49,yes,0,no,yes,yes,male,yes,10,no,6.90575
9,45,yes,0,no,yes,yes,male,yes,10,no,6.7334
10,49,yes,0,no,yes,yes,male,yes,10,no,6.8742
11,47,yes,0,no,yes,yes,male,yes,10,no,7.03439
12,49,yes,0,no,yes,yes,male,yes,10,no,7.03527
13,39,yes,0,no,yes,yes,male,yes,10,no,7.19669
18,49,no,1,no,yes,yes,male,yes,12,no,6.35611
19,49,no,1,no,yes,yes,male,yes,12,no,6.49224
20,49,no,1,no,yes,yes,male,yes,12,no,6.65929
21,49,no,1,no,yes,yes,male,yes,12,no,6.56948
22,49,no,1,no,yes,yes,male,yes,12,no,6.80017
23,49,no,1,no,yes,yes,male,yes,12,no,6.73102
24,48,no,1,no,yes,yes,male,yes,12,no,6.9256
32,48,yes,0,no,yes,yes,male,yes,9,no,6.90575
33,52,yes,0,no,yes,yes,male,yes,9,no,6.90575
34,50,yes,0,no,yes,yes,male,yes,9,no,6.95655
35,51,yes,0,no,yes,yes,male,yes,9,no,7.02554
36,43,yes,0,no,yes,yes,male,yes,9,no,7.09008
37,50,yes,0,no,yes,yes,male,yes,9,no,7.09008
38,49,yes,0,no,yes,yes,male,yes,9,no,7.24423
10,49,no,0,no,yes,yes,male,yes,15,no,6.72743
11,49,no,0,no,yes,yes,male,yes,15,no,6.80239
12,48,no,0,no,yes,yes,male,yes,15,no,6.88653
13,48,no,0,no,yes,yes,male,yes,15,no,6.95655
14,47,no,0,no,yes,yes,male,yes,15,no,7.09008
15,46,no,0,no,yes,yes,male,yes,15,no,7.26193
16,43,no,0,no,yes,yes,male,yes,15,no,7.42833
26,41,yes,0,no,yes,yes,male,yes,12,no,6.55251
27,47,yes,0,no,yes,yes,male,yes,12,no,6.62407
28,32,yes,0,no,no,yes,male,yes,12,no,6.78672
29,46,yes,0,no,no,yes,male,yes,12,no,6.83087
30,44,yes,0,no,no,yes,male,yes,12,no,7.04491
31,45,yes,0,no,no,yes,male,yes,12,no,7.02643
32,23,yes,0,no,no,yes,male,yes,12,no,7.13569
31,50,no,0,yes,yes,yes,male,no,12,no,6.5903
32,50,no,0,yes,yes,yes,male,no,12,no,6.62007
33,50,no,0,yes,yes,yes,male,no,12,no,6.65286
34,50,no,0,yes,yes,yes,male,no,12,no,6.71538
35,51,no,0,yes,yes,yes,male,no,12,no,6.77422
36,50,yes,0,yes,yes,yes,male,no,12,no,6.85646
37,51,no,0,yes,yes,yes,male,no,12,no,6.93245
24,46,no,1,no,yes,no,male,no,16,no,6.80239
25,45,no,1,no,yes,no,male,no,16,no,6.90575
26,47,no,1,no,yes,yes,male,yes,16,no,6.90776
27,49,no,1,no,yes,yes,male,no,16,no,7.01481
28,47,no,1,no,yes,yes,male,no,16,no,7.03878
29,47,no,1,no,yes,yes,male,no,16,no,6.9489
30,49,no,1,no,yes,yes,male,no,16,no,7.19669
7,12,yes,0,no,yes,yes,male,yes,12,no,6.27288
8,25,yes,0,no,yes,yes,male,yes,12,no,6.46303
9,49,yes,0,no,yes,yes,male,yes,12,no,6.53088
10,51,yes,0,no,yes,yes,male,yes,12,no,6.6695
11,50,yes,0,no,yes,yes,male,yes,12,no,6.66696
12,50,yes,0,no,yes,yes,male,no,12,no,7.02554
13,46,yes,0,no,yes,no,male,no,12,no,7.02554
22,48,no,0,no,yes,no,female,yes,12,no,6.15698
23,47,no,0,no,yes,no,female,yes,12,no,6.10925
24,48,no,0,no,yes,no,female,yes,12,no,6.33683
25,49,no,0,no,yes,no,female,yes,12,no,6.35957
26,48,no,0,no,yes,no,female,yes,12,no,6.58755
27,47,no,0,no,yes,no,female,yes,12,no,6.71296
28,47,no,0,no,yes,no,female,yes,12,no,5.84932
12,50,no,1,yes,no,yes,male,no,14,no,6.55108
13,50,no,1,yes,yes,yes,male,no,14,no,6.62007
14,48,no,1,yes,yes,yes,male,no,14,no,6.70073
15,49,no,1,yes,yes,yes,male,no,14,no,6.77194
16,49,no,1,yes,yes,yes,male,no,14,no,6.85646
17,49,no,1,yes,yes,yes,male,no,14,no,7.09008
18,49,yes,1,yes,yes,yes,male,no,14,no,6.97261
39,44,yes,1,no,yes,no,female,yes,14,yes,5.94803
40,48,yes,1,no,yes,no,female,yes,14,yes,6.05209
41,35,yes,1,no,yes,no,female,yes,14,yes,6.11589
42,48,yes,1,no,yes,no,female,yes,14,yes,6.18002
43,48,yes,1,no,yes,no,female,yes,14,yes,6.25958
44,48,yes,1,no,yes,no,female,yes,14,yes,6.31536
45,48,yes,1,no,yes,no,female,yes,14,yes,6.36819
8,41,yes,0,no,no,yes,male,no,14,no,6.21461
9,42,yes,0,no,no,yes,male,no,14,no,6.30992
10,48,yes,0,no,yes,yes,male,yes,14,no,6.68461
11,52,yes,0,no,yes,yes,male,yes,14,no,6.74288
12,51,yes,0,no,yes,yes,male,yes,14,no,6.81344
13,51,yes,0,no,yes,yes,male,yes,14,no,6.80239
14,49,yes,0,no,yes,yes,male,yes,14,no,6.95655
33,41,yes,1,no,yes,yes,male,yes,8,no,6.90575
34,45,yes,1,no,yes,yes,male,yes,8,no,6.90575
35,47,yes,1,no,yes,yes,male,yes,8,no,7.18463
36,46,yes,1,no,yes,yes,male,yes,8,no,7.28893
37,43,yes,1,no,yes,yes,male,yes,8,no,7.3908
38,47,yes,1,no,yes,yes,male,yes,8,no,7.48661
39,46,yes,1,no,yes,yes,male,yes,8,no,7.5606
15,49,yes,0,no,yes,yes,male,no,14,no,6.90575
16,49,no,0,no,yes,yes,male,no,14,no,6.90575
17,49,no,0,no,yes,yes,male,no,14,no,7.09008
18,48,no,0,no,yes,yes,male,no,14,no,7.24423
19,48,no,0,no,yes,yes,male,no,14,no,7.35436
20,48,no,0,no,yes,yes,male,no,14,no,7.29097
21,47,no,0,no,yes,yes,male,no,14,no,7.46737
20,46,no,0,no,yes,no,female,no,12,no,6.2634
21,49,no,0,no,yes,no,female,no,12,no,6.30079
22,48,no,0,no,yes,no,female,no,12,no,6.39693
23,49,no,0,no,yes,no,female,no,12,no,6.39693
24,49,no,0,no,yes,no,female,no,12,no,6.5582
25,35,no,0,no,yes,no,female,no,12,no,6.77422
26,36,no,0,no,yes,no,female,no,12,no,6.86901
34,6,yes,1,no,yes,yes,male,yes,11,no,6.35957
35,48,yes,1,no,yes,yes,male,yes,11,no,6.45677
36,47,yes,1,no,yes,yes,male,yes,11,no,6.61338
37,45,yes,1,no,yes,yes,male,yes,11,no,6.63988
38,44,yes,1,no,yes,yes,male,yes,11,no,6.77422
39,47,yes,1,no,yes,yes,male,yes,11,no,6.79122
40,47,yes,1,no,yes,yes,male,yes,11,no,6.84055
3,46,no,0,no,no,yes,male,no,17,no,6.62007
4,48,no,0,no,no,yes,male,no,17,no,6.62007
5,48,no,0,no,no,yes,male,no,17,no,6.68461
6,49,no,0,no,no,yes,male,no,17,no,6.88755
7,49,no,0,no,no,yes,male,no,17,no,6.85646
8,49,no,0,no,no,yes,male,no,17,no,5.98896
9,48,no,0,yes,yes,yes,male,no,17,no,6.12687
28,46,yes,1,yes,yes,yes,male,yes,12,no,6.35957
29,47,yes,1,yes,yes,yes,male,yes,12,no,6.45205
30,47,yes,1,yes,yes,yes,male,yes,12,no,6.52942
31,46,yes,1,yes,yes,yes,male,yes,12,no,6.63857
32,46,yes,1,yes,yes,yes,male,yes,12,no,6.79122
33,38,yes,1,yes,yes,yes,male,yes,12,no,6.95655
34,45,no,1,yes,yes,yes,male,yes,12,no,7.03439
14,44,no,0,no,no,no,female,no,17,no,6.64639
15,44,no,0,no,no,no,female,yes,17,no,6.71538
16,44,no,0,no,no,no,female,yes,17,no,6.77422
17,44,no,0,no,no,no,female,yes,17,no,6.95655
18,44,no,0,no,no,no,female,yes,17,no,6.95655
19,44,no,0,no,no,no,female,yes,17,no,7.20786
20,41,no,0,no,no,no,female,yes,17,no,7.18917
7,46,yes,0,no,yes,yes,male,yes,12,no,6.80239
8,40,yes,0,no,yes,yes,male,yes,12,no,6.90575
9,45,yes,0,no,yes,yes,male,yes,12,no,7.1025
10,46,yes,0,no,yes,yes,male,yes,12,no,7.12769
11,47,yes,0,no,yes,yes,male,yes,12,no,7.18311
12,46,yes,0,no,yes,yes,male,yes,12,no,7.35372
13,49,yes,0,no,yes,yes,male,yes,12,no,7.40001
8,46,no,1,no,yes,yes,male,yes,12,no,6.49072
9,49,yes,1,no,yes,yes,male,no,12,no,6.64509
10,47,yes,1,no,yes,no,male,no,12,no,6.80239
11,46,yes,1,no,yes,no,male,no,12,no,6.73102
12,40,yes,1,no,yes,yes,male,no,12,no,7.03703
13,46,yes,1,no,yes,yes,male,no,12,no,6.49072
14,48,yes,1,no,yes,yes,male,yes,12,no,7.31122
23,48,no,0,no,no,yes,male,no,16,no,6.90575
24,47,no,0,no,no,yes,male,no,16,no,6.90575
25,48,no,0,no,no,yes,male,no,16,no,7.43838
26,48,no,0,no,no,yes,male,no,16,no,7.6009
27,48,no,0,no,no,yes,male,no,16,no,6.77422
28,48,no,0,no,no,yes,male,no,16,no,7.62071
29,47,no,0,no,no,yes,male,no,16,no,7.79028
5,52,yes,0,no,yes,yes,male,no,12,no,6.35437
6,51,yes,0,no,yes,yes,male,no,12,no,6.43775
7,51,yes,0,no,yes,yes,male,no,12,no,6.55108
8,51,yes,0,no,yes,yes,male,no,12,no,6.68461
9,52,yes,0,no,yes,yes,male,no,12,no,6.74524
10,51,yes,0,no,yes,yes,male,no,12,no,6.68461
11,46,yes,0,no,yes,yes,male,no,12,no,6.80239
22,51,yes,0,no,no,yes,male,no,12,no,6.21461
23,44,yes,0,no,no,yes,male,no,12,no,6.30992
24,38,yes,0,no,no,yes,male,no,12,no,6.37161
25,39,yes,0,no,no,yes,male,no,12,no,6.39693
26,52,yes,0,no,no,yes,male,no,12,no,6.55108
27,51,yes,0,no,no,yes,male,no,12,no,6.55108
28,51,yes,0,no,no,yes,male,no,12,no,6.71538
34,48,yes,0,no,no,yes,male,no,12,no,6.28227
35,49,yes,0,no,no,yes,male,no,12,no,6.51471
36,50,yes,0,no,no,yes,male,no,12,no,6.58617
37,49,yes,0,no,no,yes,male,no,12,no,6.71538
38,50,yes,0,no,no,yes,male,no,12,no,6.7511
39,48,no,0,no,no,yes,male,no,12,no,6.4552
40,50,no,0,no,no,yes,male,no,12,no,6.7093
18,50,no,1,no,yes,yes,male,no,12,no,6.39526
19,50,yes,1,no,yes,yes,male,no,12,no,6.49072
20,49,yes,1,no,yes,yes,male,no,12,no,6.59578
21,49,no,1,no,yes,yes,male,no,12,no,6.64118
22,48,no,1,no,yes,yes,male,no,12,no,6.80239
23,48,no,1,no,yes,yes,male,no,12,no,6.9187
24,48,no,1,no,yes,yes,male,no,12,no,6.96035
6,50,no,0,no,yes,yes,male,no,16,no,6.90575
7,50,no,0,no,yes,yes,male,no,16,no,6.90575
8,50,no,0,no,yes,yes,male,no,16,no,7.17012
9,50,no,0,no,yes,yes,male,no,16,no,7.27932
10,50,no,0,no,yes,yes,male,no,16,no,7.31322
11,49,no,0,no,yes,yes,male,no,16,no,7.37776
12,50,no,0,no,yes,yes,male,no,16,no,7.34923
12,50,yes,0,no,yes,yes,male,no,13,no,6.19441
13,48,yes,0,no,yes,yes,male,no,13,no,6.2634
14,49,yes,0,no,yes,yes,male,no,13,no,6.29157
15,47,yes,0,no,yes,yes,male,no,13,no,6.13123
16,30,yes,0,no,yes,yes,male,no,13,no,6.74524
17,49,yes,0,no,no,no,male,no,13,no,6.95655
18,47,yes,0,no,no,no,male,no,13,no,6.84055
4,50,yes,1,yes,no,yes,male,no,10,no,6.16331
5,49,yes,1,yes,no,yes,male,no,10,no,6.39693
6,47,yes,1,yes,no,yes,male,no,10,no,6.71538
7,47,yes,1,yes,no,yes,male,no,10,no,6.58617
8,47,yes,1,yes,no,yes,male,yes,10,no,6.81344
9,46,yes,1,yes,no,yes,male,yes,10,no,6.90776
10,48,yes,1,yes,no,yes,male,yes,10,no,7.00307
35,50,yes,0,no,no,yes,male,no,5,no,6.03787
36,50,yes,0,no,no,yes,male,no,5,no,6.1717
37,50,yes,0,no,no,yes,male,no,5,no,6.13123
38,50,yes,0,no,no,yes,male,no,5,no,6.18826
39,50,yes,0,no,no,yes,male,no,5,no,5.76519
40,48,yes,0,no,no,yes,male,no,5,no,5.98896
41,50,yes,0,no,no,yes,male,no,5,no,5.99146
18,39,no,0,no,yes,yes,male,yes,14,no,6.90575
19,37,no,0,no,yes,yes,male,yes,14,no,6.90575
20,44,no,0,no,yes,yes,male,yes,14,no,6.95655
21,42,no,0,no,yes,yes,male,yes,14,no,7.09008
22,42,no,0,no,yes,yes,male,yes,14,no,7.04752
23,41,no,0,no,yes,yes,male,yes,14,no,7.1309
24,36,no,0,no,yes,yes,male,yes,14,no,7.34666
4,50,yes,0,yes,yes,no,female,no,12,yes,5.50126
5,52,yes,0,yes,yes,no,female,no,12,yes,5.50126
6,51,yes,0,yes,yes,no,female,no,12,yes,5.65249
7,50,yes,0,yes,yes,no,female,no,12,yes,5.82305
8,50,yes,0,yes,yes,no,female,no,12,yes,5.8999
9,50,yes,0,yes,yes,no,female,no,12,yes,6.05209
10,49,yes,0,yes,yes,no,female,no,12,yes,6.14204
